clip,frame,image_file,predicted_decision,predicted_detections,actual_objects,actual_decision
IMG_5077,300,IMG_5077_frame300.jpg,path clear,"chair:0.80:638,664,979,1182;chair:0.59:517,627,664,987",chair,path clear
IMG_5077,315,IMG_5077_frame315.jpg,path clear,"chair:0.83:630,664,1003,1197;chair:0.58:508,627,662,1017;dining table:0.43:678,604,1080,759",,
IMG_5077,330,IMG_5077_frame330.jpg,path clear,"chair:0.88:615,679,1009,1244;dining table:0.55:668,601,1080,758;chair:0.54:501,637,632,991",,
IMG_5077,345,IMG_5077_frame345.jpg,path clear,"chair:0.90:609,679,1010,1291;chair:0.57:467,639,611,1046",,
IMG_5077,360,IMG_5077_frame360.jpg,path clear,"chair:0.91:546,658,973,1316;chair:0.64:710,497,838,596;dining table:0.46:559,573,1080,1308;chair:0.43:396,621,539,1044",chair;dining table,path clear
IMG_5077,375,IMG_5077_frame375.jpg,path clear,"chair:0.88:478,660,931,1340;chair:0.69:626,467,752,578;chair:0.58:308,597,509,1081;dining table:0.47:480,590,1080,1313",,
IMG_5077,390,IMG_5077_frame390.jpg,path clear,"chair:0.89:331,659,832,1378;chair:0.72:484,438,611,557;dining table:0.61:340,521,1080,1288;chair:0.44:143,586,363,1094",,
IMG_5077,405,IMG_5077_frame405.jpg,path clear,"chair:0.82:72,613,632,1385;dining table:0.62:54,440,1068,1265;chair:0.41:207,372,347,496",chair,"obstacle left, move right"
IMG_5077,420,IMG_5077_frame420.jpg,path clear,"oven:0.59:594,386,792,536;dining table:0.46:4,410,888,1304;chair:0.42:1,712,437,1366",,
IMG_5077,435,IMG_5077_frame435.jpg,path clear,"oven:0.65:346,365,554,517;sink:0.48:658,348,949,391",,
IMG_5077,450,IMG_5077_frame450.jpg,path clear,"oven:0.79:870,277,1080,939",,
IMG_5077,465,IMG_5077_frame465.jpg,path clear,"oven:0.86:684,149,1080,942;sink:0.48:180,301,482,346",oven;sink,path clear
IMG_5077,480,IMG_5077_frame480.jpg,path clear,"oven:0.92:534,118,1077,916;sink:0.56:2,273,310,335",,
IMG_5077,495,IMG_5077_frame495.jpg,path clear,"oven:0.93:444,97,981,897;sink:0.67:0,267,188,315",oven,path clear
IMG_5077,510,IMG_5077_frame510.jpg,path clear,"oven:0.93:357,74,891,884",,
IMG_5077,525,IMG_5077_frame525.jpg,path clear,"oven:0.94:299,82,835,906",oven;sink,path clear
IMG_5077,540,IMG_5077_frame540.jpg,path clear,"oven:0.94:236,98,799,955",,
IMG_5077,555,IMG_5077_frame555.jpg,path clear,"oven:0.92:205,119,795,1019",,
IMG_5077,570,IMG_5077_frame570.jpg,path clear,"oven:0.94:192,123,827,1070",,
IMG_5077,585,IMG_5077_frame585.jpg,path clear,"oven:0.94:198,170,864,1157",,
IMG_5077,600,IMG_5077_frame600.jpg,stop,"oven:0.95:179,191,899,1252",,
IMG_5077,615,IMG_5077_frame615.jpg,stop,"oven:0.95:154,204,938,1364",,
IMG_5077,630,IMG_5077_frame630.jpg,"obstacle right, move left","oven:0.91:229,209,1078,1460",,
IMG_5077,645,IMG_5077_frame645.jpg,"obstacle right, move left","oven:0.59:497,395,1080,1571",,
IMG_5077,660,IMG_5077_frame660.jpg,path clear,"sink:0.62:249,316,843,465",,
IMG_5077,675,IMG_5077_frame675.jpg,path clear,"sink:0.81:650,298,1080,475",,
IMG_5077,690,IMG_5077_frame690.jpg,path clear,"chair:0.77:23,160,346,685;person:0.56:234,64,346,172;chair:0.50:57,92,236,192;oven:0.49:560,278,788,980;chair:0.48:381,336,509,685",,
IMG_5077,705,IMG_5077_frame705.jpg,path clear,"chair:0.82:257,165,600,688;person:0.50:479,66,598,175;chair:0.43:587,352,698,704;refrigerator:0.42:728,310,967,1034",,
IMG_5077,720,IMG_5077_frame720.jpg,path clear,"chair:0.85:425,164,754,706;refrigerator:0.46:848,315,1080,1122",,
IMG_5077,735,IMG_5077_frame735.jpg,path clear,"chair:0.79:484,202,841,752",,
IMG_5077,750,IMG_5077_frame750.jpg,path clear,"chair:0.85:524,223,881,774;person:0.53:800,106,926,225",,
IMG_5077,765,IMG_5077_frame765.jpg,path clear,"chair:0.82:549,205,927,789",,
IMG_5077,780,IMG_5077_frame780.jpg,path clear,"chair:0.59:533,140,988,824;person:0.45:919,84,1060,216",,
IMG_5077,795,IMG_5077_frame795.jpg,path clear,"chair:0.62:544,116,1009,839;person:0.58:936,55,1080,198",,
IMG_5077,810,IMG_5077_frame810.jpg,path clear,"couch:0.58:104,65,792,441;chair:0.41:622,163,1074,858",,
IMG_5077,825,IMG_5077_frame825.jpg,path clear,"chair:0.60:631,122,1079,866;chair:0.58:480,73,1078,864;couch:0.41:102,30,442,380",,
IMG_5077,840,IMG_5077_frame840.jpg,path clear,"chair:0.82:640,107,1079,887;person:0.50:409,0,849,468",,
IMG_5077,855,IMG_5077_frame855.jpg,path clear,"chair:0.82:626,100,1080,921",,
IMG_5077,870,IMG_5077_frame870.jpg,path clear,"chair:0.82:643,52,1077,943",,
IMG_5077,885,IMG_5077_frame885.jpg,path clear,"chair:0.90:699,23,1077,988;couch:0.50:91,0,460,303;person:0.47:461,0,975,487",,
IMG_5077,900,IMG_5077_frame900.jpg,path clear,"chair:0.87:687,18,1080,1042",,
IMG_5077,915,IMG_5077_frame915.jpg,path clear,"chair:0.94:658,0,1080,1092",,
IMG_5077,930,IMG_5077_frame930.jpg,"obstacle right, move left","chair:0.92:651,0,1080,1156",,
IMG_5077,945,IMG_5077_frame945.jpg,path clear,"chair:0.79:690,0,1080,1099",,
IMG_5077,960,IMG_5077_frame960.jpg,"obstacle right, move left","chair:0.60:741,4,1079,1167",,
IMG_5077,975,IMG_5077_frame975.jpg,"obstacle right, move left","chair:0.79:793,19,1079,1211",,
