clip,frame,image_file,predicted_decision,predicted_detections,actual_objects,actual_decision
IMG_5089,1140,IMG_5089_frame1140.jpg,path clear,,,
IMG_5089,1155,IMG_5089_frame1155.jpg,path clear,,,stop
IMG_5089,1170,IMG_5089_frame1170.jpg,path clear,,,
IMG_5089,1185,IMG_5089_frame1185.jpg,path clear,,,
IMG_5089,1200,IMG_5089_frame1200.jpg,path clear,,,
IMG_5089,1215,IMG_5089_frame1215.jpg,path clear,,,
IMG_5089,1230,IMG_5089_frame1230.jpg,path clear,,,
IMG_5089,1245,IMG_5089_frame1245.jpg,path clear,,,
IMG_5089,1260,IMG_5089_frame1260.jpg,path clear,,,
IMG_5089,1275,IMG_5089_frame1275.jpg,path clear,,,
IMG_5089,1290,IMG_5089_frame1290.jpg,path clear,,,
IMG_5089,1305,IMG_5089_frame1305.jpg,path clear,,,
IMG_5089,1320,IMG_5089_frame1320.jpg,path clear,,,
IMG_5089,1335,IMG_5089_frame1335.jpg,path clear,,chair,path clear
IMG_5089,1350,IMG_5089_frame1350.jpg,path clear,"chair:0.47:352,512,493,818",,
